id,name,start_date
Q62562792,BENU,2012-01-01T00:00:00Z
Q393549,Železničná spoločnosť Cargo Slovakia,2005-01-01T00:00:00Z
Q108757006,Yeme,2016-01-01T00:00:00Z
Q100727542,Q100727542,1993-01-28T00:00:00Z
Q963904,University of Prešov,1997-01-01T00:00:00Z
Q108369059,PLUS LEKÁREŇ,1995-03-13T00:00:00Z
Q15980348,Ševt,
Q98456772,Tesco Express,
Q111695372,Rembrosoft,2014-01-01T00:00:00Z
Q57653669,Dráčik,1991-01-01T00:00:00Z
Q111194516,Bytový podnik mesta Košice,1951-01-01T00:00:00Z
Q116861247,BioTech USA,2014-01-01T00:00:00Z
Q116718756,Klas,1993-06-29T00:00:00Z
Q12774628,Privatbanka,
Q107723323,PLANEO Elektro,1997-03-20T00:00:00Z
Q96139352,InoBat j.s.a.,2019-09-01T00:00:00Z
Q27910043,TV 213,2016-10-01T00:00:00Z
Q93267098,Decodom,1999-12-01T00:00:00Z
Q116914645,TIP travel,2002-09-02T00:00:00Z
Q116869813,Robel,1992-10-08T00:00:00Z
Q110889186,DNA Production,
Q578212,SLKB Komarno – Slovak Shipyard Komárno,
Q122937604,Q122937604,
Q116942506,DALIOIL,1997-10-03T00:00:00Z
Q624656,Bel Ami,
Q108371754,Záložňa Breva,2004-12-03T00:00:00Z
Q77877587,"STABILITA, d.d.s.",2007-04-01T00:00:00Z
Q116729957,Fusakle,2010-06-04T00:00:00Z
Q116867808,PCexpres,2011-04-20T00:00:00Z
Q96129857,KOSIT,2001-03-21T00:00:00Z
Q11774311,Datart,1990-01-01T00:00:00Z
Q3559219,Slovenské elektrárne,
Q30297477,Antik Telecom,1991-01-01T00:00:00Z
Q116852356,PlayGoSmart,2022-05-09T00:00:00Z
Q278194,TA3,2001-09-23T00:00:00Z
Q107986402,Raiffeisen banka,2012-01-01T00:00:00Z
Q96132061,KINEKUS SLOVAKIA,2004-07-17T00:00:00Z
Q120651326,Piana Vyshnia,
Q116867769,OZETA,2008-09-04T00:00:00Z
Q871438,Hungarian Social and Cultural Association of Slovakia,1949-01-01T00:00:00Z
Q42712112,Union zdravotná poisťovňa,2006-03-09T00:00:00Z
Q107986280,Kvety Victor,1997-02-22T00:00:00Z
Q58196745,iStyle CZ,2006-08-02T00:00:00Z
Q116862985,ADLO,2004-03-01T00:00:00Z
Q64173785,Milk-Agro,1991-01-01T00:00:00Z
Q110986212,Sysoon,2005-02-25T00:00:00Z
Q12772537,N I K É,1991-01-01T00:00:00Z
Q100251221,Q100251221,2005-09-01T00:00:00Z
Q124553022,Q124553022,
Q97097184,3Division Entertainment,
Q96138528,T a M trans spedition,1996-05-20T00:00:00Z
Q116450281,GreenWay,2014-04-16T00:00:00Z
Q1744024,Slovak National Gallery,1948-01-01T00:00:00Z
Q15089074,Martinus,
Q108149927,1. day,2009-05-26T00:00:00Z
Q13402030,Bábkové divadlo Žilina,
Q101213292,Blue Brain Games,
Q116737805,LARA BAGS,2003-01-01T00:00:00Z
Q7541907,Slovenská sporiteľňa,1994-04-01T00:00:00Z
Q104776297,Dedoles,2012-06-08T00:00:00Z
Q393524,Železnice Slovenskej republiky,1993-01-01T00:00:00Z
Q41629254,COOP Jednota Slovensko,
Q96137636,Svet zdravia,2005-10-26T00:00:00Z
Q1718069,Tatra banka,1990-11-01T00:00:00Z
Q12779145,General Health Insurance Company,2005-07-01T00:00:00Z
Q111680657,Nine Rocks Games,
