id,name,start_date
Q4013942,Virgin Active,1998-01-01T00:00:00Z
Q108822755,Itabus,
Q18417097,Cimolai,1949-01-01T00:00:00Z
Q122910462,Macrotel,2009-01-01T00:00:00Z
Q116729926,Legend Club,
Q4004687,Unieuro,1967-01-01T00:00:00Z
Q113406502,Tiscali Italia,1999-01-01T00:00:00Z
Q86925389,Cave Mont Blanc de Morgex et la Salle,
Q83823,Ferrovie dello Stato Italiane,1905-01-01T00:00:00Z
Q110960763,Last Minute Tour,
Q3605772,Salani,1862-01-01T00:00:00Z
Q122751549,Storm Reply,
Q100796552,Darril Arts,
Q1432285,Parmalat,1961-01-01T00:00:00Z
Q2313845,Persol,1917-01-01T00:00:00Z
Q661495,Avvenire,1968-01-01T00:00:00Z
Q55205917,Best Company,1982-01-01T00:00:00Z
Q1436858,Ford Italia,1923-01-01T00:00:00Z
Q64392043,Red Cafè,
Q3897831,Patrizia Pepe,1993-01-01T00:00:00Z
Q30284569,Roma Servizi per la Mobilità,2009-01-01T00:00:00Z
Q3758568,Garzanti,1938-01-01T00:00:00Z
Q650467,Wind Telecomunicazioni,1997-12-01T00:00:00Z
Q746413,Elsevier BV,1993-01-01T00:00:00Z
Q3979545,TGcom24,2011-01-01T00:00:00Z
Q6420723,Pearson Education,1998-01-01T00:00:00Z
Q107137326,Winter Wolves,
Q55401011,ho-mobile,2017-01-23T00:00:00Z
Q123028077,Creditis,2008-01-01T00:00:00Z
Q108250509,Allianz Direct,1999-07-08T00:00:00Z
Q105082353,Schiaffini Travel,1949-01-01T00:00:00Z
Q3841263,MD Discount,1994-01-01T00:00:00Z
Q48800730,Warner Bros. Discovery Italia,1997-01-01T00:00:00Z
Q122839650,Like Reply,
Q123298436,3labels.com,
Q124150107,Q124150107,1974-01-01T00:00:00Z
Q739503,ERG,1938-06-02T00:00:00Z
Q950042,Stone Island,1982-01-01T00:00:00Z
Q2271894,Comau,1973-01-01T00:00:00Z
Q48807466,Q48807466,1972-01-01T00:00:00Z
Q1407872,Ferretti Group,1968-01-01T00:00:00Z
Q123900995,Metroweb Genova,2000-01-01T00:00:00Z
Q3747209,Fondazione Querini Stampalia,1869-01-01T00:00:00Z
Q18208315,Musement,2013-01-01T00:00:00Z
Q109658900,3DClouds,2014-01-01T00:00:00Z
Q16599354,SGM Distribuzione,1979-01-01T00:00:00Z
Q115627635,Q115627635,1958-01-01T00:00:00Z
Q3928699,Radio Bruno,
Q113167108,CHEZPLINIO (Corvetto),
Q3639256,Beyfin,1954-01-01T00:00:00Z
Q7444725,Sector No Limits,1973-01-01T00:00:00Z
Q1675028,Italia 2,2011-01-01T00:00:00Z
Q113291420,Colours & Beauty,
Q495026,Italian Post,1862-05-05T00:00:00Z
Q746413,Elsevier BV,1880-01-01T00:00:00Z
Q98108261,Ovolab,2002-01-01T00:00:00Z
Q124071348,Pastificio Novella,1903-01-01T00:00:00Z
Q5171196,Corneliani,1958-01-01T00:00:00Z
Q104771787,Q104771787,2017-01-01T00:00:00Z
Q673267,Olivetti,1908-01-01T00:00:00Z
Q100343122,Stormind Games,
Q61994819,Prix Quality,
Q1395108,famila,1968-01-01T00:00:00Z
Q3650853,Marni,1994-01-01T00:00:00Z
Q3633695,Banca Carige,1483-01-01T00:00:00Z
Q97441342,ASST di Cremona,2016-01-01T00:00:00Z
Q944874,Coccinelle,1978-01-01T00:00:00Z
Q2213203,Saipem,1956-01-01T00:00:00Z
Q116784531,Trinity Team,
Q1881229,MAXXI – National Museum of the 21st Century Arts,2010-01-01T00:00:00Z
Q16839814,Genertellife,2009-01-01T00:00:00Z
Q96755562,ASST Pini-CTO,
Q123291685,Associazione Liberi Incisori,
Q3687413,Consip,1997-01-01T00:00:00Z
Q19616,RAI,1927-01-01T00:00:00Z
Q105423900,Q105423900,
Q2037048,Techint,1945-01-01T00:00:00Z
Q7065448,NOW TV,2012-07-17T00:00:00Z
Q1939338,Poste Air Cargo,1981-01-01T00:00:00Z
Q41171672,Aldi Süd,1960-01-01T00:00:00Z
Q91307483,Yesss Electrical,1975-01-01T00:00:00Z
Q124213642,NonSoloSport,
Q123807531,FitActive,
Q373219,La Perla,1954-01-01T00:00:00Z
Q4025261,È TV,
Q3745690,FinecoBank,1999-01-01T00:00:00Z
Q123058749,Monclick,2005-01-01T00:00:00Z
Q3943659,SISAL,1945-01-01T00:00:00Z
Q3725397,EniPower,1953-01-01T00:00:00Z
Q842108,Euronext,2000-09-22T00:00:00Z
Q258131,Rai 1,1954-01-01T00:00:00Z
Q7333248,Rifle,1958-01-01T00:00:00Z
Q1665834,Inter Press Service,1964-01-01T00:00:00Z
Q3689979,Coop Lombardia,1970-01-01T00:00:00Z
Q1884343,Magneti Marelli,1919-01-01T00:00:00Z
Q106614483,Movicom Group,2004-01-01T00:00:00Z
Q271812,Ducati Motor Holding,1926-01-01T00:00:00Z
Q64454314,Blanco,
Q956756,Alenia Aermacchi,2012-01-01T00:00:00Z
Q19545601,Tv Parma,1978-01-01T00:00:00Z
Q144617,TIM Group,1994-07-27T00:00:00Z
Q3876396,Zanichelli,1859-11-10T00:00:00Z
Q3601116,APT Gorizia,1998-01-01T00:00:00Z
Q3909455,PosteMobile,2007-11-26T00:00:00Z
Q1136349,Costa Cruises,1854-01-01T00:00:00Z
Q3991204,Tiemme,2010-07-22T00:00:00Z
Q121330528,Italvolt SPA,
Q1494671,University of L'Aquila,1596-01-01T00:00:00Z
Q17266100,Q17266100,1998-06-15T00:00:00Z
Q100604548,Renzo Piano Building Workshop,1981-01-01T00:00:00Z
Q3836399,Loescher,1861-01-01T00:00:00Z
Q692179,Interflora,1908-09-17T00:00:00Z
Q1343270,Legea,1993-01-01T00:00:00Z
Q24910860,CDP Reti,2012-01-01T00:00:00Z
Q55409172,Quintilio,
Q82741271,Bedimensional SpA,
Q794939,B&B Hotels,1990-01-01T00:00:00Z
Q3679164,Horse TV,
Q115475080,Virgin Fibra,2020-08-01T00:00:00Z
Q108328664,Reply Game Studios,
Q105681941,Q105681941,
Q3909457,Gruppo Assicurativo Poste Vita,2010-01-01T00:00:00Z
Q45404519,Borgobello Puppet Theatre,
Q55830962,Mondo Convenienza,1985-01-01T00:00:00Z
Q1658262,Il Sole 24 Ore,1965-11-09T00:00:00Z
Q3600279,A&O,1964-01-01T00:00:00Z
Q120920458,KR Games,2016-01-01T00:00:00Z
Q3539115,Trieste Trasporti,2001-01-01T00:00:00Z
Q1479654,Wiley,1807-01-01T00:00:00Z
Q16163709,Alcatraz,1997-01-01T00:00:00Z
Q118970383,Alpine Studio,
Q912872,Edison,1991-01-01T00:00:00Z
Q19616,RAI,1954-01-01T00:00:00Z
Q505615,Trans Adriatic Pipeline,
Q269792,Ferrero SpA,1946-01-01T00:00:00Z
Q3787735,3 Italy,1999-11-01T00:00:00Z
Q119789033,2duerighe,2001-01-01T00:00:00Z
Q3725216,Enel Energia,2003-01-01T00:00:00Z
Q3126763,Generali Italia,2013-01-01T00:00:00Z
Q4004707,Unicoop Firenze,1973-01-01T00:00:00Z
Q106500518,Elite,1979-01-01T00:00:00Z
Q96755281,ASST Santi Paolo e Carlo,
Q3800531,Interporto Amerigo Vespucci,1987-06-10T00:00:00Z
Q107214638,FiberCop,2021-04-01T00:00:00Z
Q16592068,Premium Action,
Q17102053,TeleArena,1979-01-01T00:00:00Z
Q3746409,Flashbook Edizioni,2001-01-01T00:00:00Z
Q115309463,Q115309463,2000-01-01T00:00:00Z
Q107464330,Tigotà,2009-01-01T00:00:00Z
Q2748031,Gagosian Gallery,1979-01-01T00:00:00Z
Q635963,Manfrotto,1972-01-01T00:00:00Z
Q645663,University of Pisa,1343-01-01T00:00:00Z
Q105530937,Arcaplanet,
Q482539,"Fila, Inc.",1911-01-01T00:00:00Z
Q115184176,Q115184176,2011-01-01T00:00:00Z
Q2119752,University of Urbino,1506-01-01T00:00:00Z
Q2558766,Rai Radio 3,1950-01-01T00:00:00Z
Q105271759,4ALL,2006-01-01T00:00:00Z
Q3943389,SACE,1977-01-01T00:00:00Z
Q3723795,Elèuthera,1986-01-01T00:00:00Z
Q124129069,Medita Medical,2017-07-28T00:00:00Z
Q99546065,Sky Alps,2020-01-01T00:00:00Z
Q3745668,Findomestic,1984-01-01T00:00:00Z
Q3928791,Radio Popolare,1976-01-01T00:00:00Z
Q894870,Bottega Verde,1972-01-01T00:00:00Z
Q6942717,Musixmatch,2010-01-01T00:00:00Z
Q86452434,Subito,2007-01-01T00:00:00Z
Q110822171,Meo Fusciuni,2010-01-01T00:00:00Z
Q69381940,Superconti,
Q108784708,Flash Fiber,2016-07-28T00:00:00Z
Q691851,University of Naples Federico II,1224-01-01T00:00:00Z
Q26921,Alfa Romeo,1910-06-24T00:00:00Z
Q111655218,Q111655218,1965-06-21T00:00:00Z
Q124150270,Q124150270,2022-01-01T00:00:00Z
Q114723045,Scarpe&Scarpe,
Q16598843,Rossopomodoro,1997-01-01T00:00:00Z
Q123015897,Coin Du Roi,
Q3631446,AMA,1985-01-01T00:00:00Z
Q105713299,GameStop,
Q105917855,Bookdealer,2020-08-27T00:00:00Z
Q1133176,Wilier Triestina,1906-01-01T00:00:00Z
Q1245318,University of Messina,1548-01-01T00:00:00Z
Q762787,Barilla Group,1877-01-01T00:00:00Z
Q3989406,The Space Cinema,2009-01-01T00:00:00Z
Q39841,Radio Studio 54 Network,1985-01-01T00:00:00Z
