id,name,start_date
Q2893391,Anobit,2006-01-01T00:00:00Z
Q115921434,Cofix Global,2013-01-01T00:00:00Z
Q76596988,Abadi Bakery,1948-01-01T00:00:00Z
Q2912754,Delta-galil Industries Ltd.,1985-01-01T00:00:00Z
Q1383275,Ex Libris Group,1986-01-01T00:00:00Z
Q20988785,TipRanks,2012-01-01T00:00:00Z
Q1319103,Challenge Airlines IL,1976-01-01T00:00:00Z
Q7189994,Gordon Gallery,1966-01-01T00:00:00Z
Q244411,Bank of Israel,1954-01-01T00:00:00Z
Q12410796,charlton,2003-01-01T00:00:00Z
Q100989567,Blustein Maps & More,
Q110739667,Be,1991-01-01T00:00:00Z
Q2908845,Reichman University,1994-01-01T00:00:00Z
Q89314470,Merkaza,1993-01-01T00:00:00Z
Q2909707,Leumit Health Fund,1933-01-01T00:00:00Z
Q12406771,Merkaz ha-Yiśreʼeli le-haʻatsamat ha-ezraḥ,2003-01-01T00:00:00Z
Q108874744,Realworks Ltd,
Q61125176,Q61125176,1998-01-01T00:00:00Z
Q5656834,Harel Insurance Investments & Financial Services Ltd.,1935-01-01T00:00:00Z
Q6743833,Tzomet Sfarim,2002-01-01T00:00:00Z
Q2896801,The Israeli Network,2001-01-01T00:00:00Z
Q16132374,Sami VeSusu,1970-01-01T00:00:00Z
Q2904541,College of Management Academic Studies,1978-01-01T00:00:00Z
Q16129483,Shaanan College,1951-01-01T00:00:00Z
Q25496335,UVision,2011-01-01T00:00:00Z
Q1265181,Dun & Bradstreet,1841-01-01T00:00:00Z
Q2907743,Radware,1997-01-01T00:00:00Z
Q96739624,Rabbi Interactive,2005-06-11T00:00:00Z
Q97208452,Agam Books,2007-01-01T00:00:00Z
Q1995995,Dan Bus Company,1945-01-01T00:00:00Z
Q104844406,SentinelOne,2013-01-01T00:00:00Z
Q106946293,BigID,2016-01-01T00:00:00Z
Q13612085,i24NEWS,2013-07-17T00:00:00Z
Q2120877,Strauss Group Ltd.,1933-01-01T00:00:00Z
Q124038890,Webz.io,
Q7939183,VocalTec,1989-01-01T00:00:00Z
Q6784385,Menora Mivtachim Holdings Ltd,1935-01-01T00:00:00Z
