id,name,start_date
Q7767316,The Sun,2001-01-01T00:00:00Z
Q115223856,Anjy Luminee Couture,2013-01-01T00:00:00Z
Q105974163,NaijaVibe,2012-01-01T00:00:00Z
Q114267317,Prime 9ja Online,2016-01-01T00:00:00Z
Q5270729,Diamond Bank,1990-01-01T00:00:00Z
Q55630186,Politics Nigeria,2006-01-01T00:00:00Z
Q7885401,Union Bank of Nigeria,1917-01-01T00:00:00Z
Q7166054,Peoples Daily,2008-01-01T00:00:00Z
Q59417695,God is Good Motors,1998-01-01T00:00:00Z
Q60847842,Green Africa Airways,
Q7753130,The Nation,2006-07-31T00:00:00Z
Q95632521,NairaBET,
Q17063480,konga.com,2012-01-01T00:00:00Z
Q24196073,Daily Post,2015-01-01T00:00:00Z
Q7697428,Tell Magazine,1991-04-15T00:00:00Z
Q24911630,Daylight Nigeria,2014-01-01T00:00:00Z
Q7914812,Vanguard,1983-01-01T00:00:00Z
Q112189137,ABC Transport,1993-02-13T00:00:00Z
Q108129095,Silverbird Film Distribution,
Q955488,Mr Bigg's,1973-01-01T00:00:00Z
Q579747,Guaranty Trust Bank,1990-01-17T00:00:00Z
Q20715312,Alliance Française de Lagos,1959-01-01T00:00:00Z
Q57614340,Ripples Nigeria,2015-01-01T00:00:00Z
Q7758737,The Punch,1971-01-01T00:00:00Z
Q21485092,Bet9ja,2013-01-01T00:00:00Z
Q7824492,Top FM,
Q7033001,Nigerian Observer,1968-01-01T00:00:00Z
Q5446777,Fidelity Bank Nigeria,1988-01-01T00:00:00Z
Q55625066,Nü Jazz Music Group,2016-01-01T00:00:00Z
Q113133687,Novatel Hotel,2022-01-01T00:00:00Z
Q115223617,The Point,
Q7728661,The Daily Independent,2001-10-01T00:00:00Z
Q6805557,Media Trust,2001-01-01T00:00:00Z
Q7537673,Skye Bank,2006-01-01T00:00:00Z
Q48803445,TheCable,2011-01-01T00:00:00Z
Q110916091,Bukatee Restaurant,
Q7738431,The Guardian,1983-01-01T00:00:00Z
id,name,start_date
Q7098598,Opportunity Uganda Limited,1995-01-01T00:00:00Z
Q7598001,Stanbic Bank Uganda Limited,1906-01-01T00:00:00Z
Q7598202,Standard Chartered Uganda,1912-01-01T00:00:00Z
Q520214,New Vision,1986-01-01T00:00:00Z
Q17069105,The Observer,2004-01-01T00:00:00Z
Q5384668,Equity Bank Uganda,2008-01-01T00:00:00Z
Q17061030,Jumia,2012-01-01T00:00:00Z
Q28402637,Savannah MOON,2009-01-01T00:00:00Z
Q67512734,Uganda Bookshop,1927-01-01T00:00:00Z
Q17070912,The Independent,2007-01-01T00:00:00Z
Q4859965,Absa Bank Uganda Limited,1927-01-01T00:00:00Z
Q6978490,National Social Security Fund,1985-01-01T00:00:00Z
Q7102281,Orient Bank,1993-01-01T00:00:00Z
Q5768109,Hipipo,
Q63790123,Hilton Garden Inn Kampala,2019-01-01T00:00:00Z
Q16991766,K2 Telecom,2013-01-01T00:00:00Z
Q3431904,Rift Valley Railways Consortium,2005-01-01T00:00:00Z
Q487300,Bank of Uganda,1966-01-01T00:00:00Z
Q105713850,Nymy Media,2018-01-01T00:00:00Z
Q106647360,Kubwa Five Safaris,2018-01-24T00:00:00Z
Q6979352,National Water and Sewerage Corporation,1972-01-01T00:00:00Z
Q7887506,United Bank for Africa,2008-01-01T00:00:00Z
Q7881483,Umeme,2004-01-01T00:00:00Z
Q96361598,Robert Kabushenga,
Q97355319,NBS Television,2008-06-16T00:00:00Z
Q5059068,Centenary Bank,1983-01-01T00:00:00Z
Q15917578,East African Business Week,2005-01-01T00:00:00Z
Q18387190,Karuhanga Tabaro & Associates,2009-01-01T00:00:00Z
Q7845759,Tropical Bank,1973-01-01T00:00:00Z
Q97781970,Visit Africa,2019-08-08T00:00:00Z
id,name,start_date
Q18708932,Agence de presse sénégalaise,1959-04-02T00:00:00Z
Q17061030,Jumia,2012-01-01T00:00:00Z
Q3488511,Senelec,1983-01-01T00:00:00Z
Q111209118,Free Sénégal,
Q37873776,Dakar Dem Dikk,
Q105977461,African Press Agency,
id,name,start_date
Q4783148,Arab Bank for Economic Development in Africa,
Q7370229,Rotana Hotels,1992-01-01T00:00:00Z
Q12183740,Q12183740,1940-01-01T00:00:00Z
id,name,start_date
Q10524043,Hilton Nairobi,
Q55605275,Betika,2016-01-01T00:00:00Z
Q18358469,BitPesa,2013-01-01T00:00:00Z
Q17061030,Jumia,2012-01-01T00:00:00Z
Q5416938,Eveready East Africa,1967-01-01T00:00:00Z
Q5384664,Equity Bank Kenya,2014-01-01T00:00:00Z
Q61971936,Cloud9xp,
Q6392601,Kenya Medical Research Institute,1979-01-01T00:00:00Z
Q1665444,The New Humanitarian,1994-01-01T00:00:00Z
Q4853463,Bamburi Cement,1951-01-01T00:00:00Z
Q18164704,East African Portland Cement Company,1933-01-01T00:00:00Z
Q7766218,The Standard,1902-01-01T00:00:00Z
Q2357100,Ushahidi,2008-01-09T00:00:00Z
Q1525124,Kenya Electricity Generating Company,1998-10-02T00:00:00Z
Q61899369,Dapstrem Entertainment,2016-01-01T00:00:00Z
Q2510227,Central Bank of Kenya,1966-01-01T00:00:00Z
Q6970049,Nation Media Group,1959-01-01T00:00:00Z
Q638900,Kenya Airways,1977-01-01T00:00:00Z
Q3431904,Rift Valley Railways Consortium,2005-01-01T00:00:00Z
Q7398410,Safaricom,1997-01-01T00:00:00Z
Q28134152,SportPesa,2014-01-01T00:00:00Z
Q1768677,Daily Nation,1958-01-01T00:00:00Z
Q43897916,Tuko,2015-01-01T00:00:00Z
Q104833099,Alliance Française Eldoret,
Q114570065,Centoe Group,2022-10-01T00:00:00Z
id,name,start_date
Q72812966,Hilton Addis Ababa,1969-01-01T00:00:00Z
Q6199299,Jimma University,1983-01-01T00:00:00Z
Q7590447,St. Mary's University,1998-01-01T00:00:00Z
Q5403583,ethio telecom,1952-01-01T00:00:00Z
Q245233,Ethiopian Airlines,1945-01-01T00:00:00Z
Q112152570,Qene Games,2016-01-01T00:00:00Z
Q6199299,Jimma University,1999-01-01T00:00:00Z
Q1276270,EBC,1972-01-01T00:00:00Z
Q107155267,Canal+ Ethiopia,
Q1967889,National Bank of Ethiopia,1906-01-01T00:00:00Z
id,name,start_date
Q30271968,Zipline International,2011-01-01T00:00:00Z
Q5555373,Ghana News Agency,1957-01-01T00:00:00Z
Q110928553,Acube Graphics,2016-11-30T00:00:00Z
Q17061030,Jumia,2012-01-01T00:00:00Z
Q110962067,GhREN,
Q4351971,Ghana Post,1995-01-01T00:00:00Z
Q19978283,Ghana Water Company Ltd.,1993-01-01T00:00:00Z
Q2303765,University of Ghana,1948-01-01T00:00:00Z
Q4352110,Vodafone Ghana,1974-01-01T00:00:00Z
Q48792241,Yen.com.gh,2015-01-01T00:00:00Z
Q108625556,Highly Spiritual Music,2016-01-01T00:00:00Z
Q61883237,Twellium Industrial Company,2013-09-01T00:00:00Z
Q97654591,Zaacoal,
Q4689607,Africa World Airlines,2010-01-01T00:00:00Z
Q1521346,GCB Bank Limited,1953-01-01T00:00:00Z
Q59505566,Business and Financial Times,1989-01-01T00:00:00Z
Q83495671,GhanaWeb,1999-01-01T00:00:00Z
Q3104763,Ghana Broadcasting Corporation,1935-07-31T00:00:00Z
Q112259763,Celebritieshits,2019-01-01T00:00:00Z
Q110677522,The Ghanaian Standard,2021-11-22T00:00:00Z
Q5446778,Fidelity Bank Ghana,1990-01-01T00:00:00Z
Q30688745,The Statesman Newspaper,1949-01-01T00:00:00Z
id,name,start_date
Q3579436,Éditions Mnémos,1996-01-01T00:00:00Z
Q51036245,La Bohème,
Q3204035,L'Impartial de la Drôme,1883-05-17T00:00:00Z
Q45320665,Wiki Valley,2016-06-24T00:00:00Z
Q96250806,Q96250806,2018-01-01T00:00:00Z
Q12268488,Udako Euskal Unibertsitatea,1973-01-01T00:00:00Z
Q107098493,Ohlala Equestrian,2018-02-21T00:00:00Z
Q283339,Paris Opera,1669-06-28T00:00:00Z
Q2529029,Système U,1894-01-01T00:00:00Z
Q64139027,Omoda,1875-01-01T00:00:00Z
Q97635518,microqlima,2014-09-01T00:00:00Z
Q188273,Ubisoft,1986-03-28T00:00:00Z
Q3088647,Le Télégramme,1944-09-18T00:00:00Z
Q16636890,France Université Numérique,2013-10-02T00:00:00Z
Q108890527,Q108890527,
Q4205,Opéra National de Lyon,1983-01-01T00:00:00Z
Q692179,Interflora,1946-01-01T00:00:00Z
Q63335,Foot Locker,1989-04-07T00:00:00Z
Q2870745,Audika,1976-01-01T00:00:00Z
Q2997613,Cornélius,1991-01-01T00:00:00Z
Q1389184,Fly,1978-01-01T00:00:00Z
Q106634464,Q106634464,2019-01-01T00:00:00Z
Q2518521,Vertbaudet,1963-01-01T00:00:00Z
Q683146,LexisNexis,1973-01-01T00:00:00Z
Q2930916,Q2930916,1999-01-01T00:00:00Z
Q53845265,La Villa,
Q86671322,Izivia,
Q2866735,Asobo Studio,2002-01-01T00:00:00Z
Q1376268,ASL Airlines France,2015-06-04T00:00:00Z
Q51329306,Auberge des Sources,
Q3046689,Eau de Paris,2009-01-01T00:00:00Z
Q115108529,Gaddy Games,2012-01-01T00:00:00Z
Q5244791,Champagne De Venoge,1837-01-01T00:00:00Z
Q1849871,Safran Helicopter Engines,1938-08-29T00:00:00Z
Q61630095,Accidental Queens,
Q286494,Quick,1971-01-01T00:00:00Z
Q19956091,La Gryffe,1978-01-01T00:00:00Z
Q1583780,La Samaritaine,1870-03-21T00:00:00Z
Q3106650,Gimar Montaz Mautino,1987-06-05T00:00:00Z
Q19698200,Orange France,
Q3012482,Dalloz,1845-01-01T00:00:00Z
Q3108652,Gleeden,
Q56071724,Montsoreau Flea Market,1990-01-01T00:00:00Z
Q3051036,Elior Group,1991-01-01T00:00:00Z
Q113628676,Parallel Studio,http://www.wikidata.org/.well-known/genid/b0d41038c3367343ce36dc379dcd5235
Q101239641,Papéthèque,
Q16675851,Scoop.it,2007-01-01T00:00:00Z
Q64416085,Q64416085,
Q106484541,Mangas.io,2019-10-01T00:00:00Z
Q54880786,Alan Health,
Q106998006,SVR,
Q62236290,Q62236290,2015-01-01T00:00:00Z
Q516033,Havas,1835-01-01T00:00:00Z
Q2190366,Éditions Albin Michel,1900-01-01T00:00:00Z
Q773875,Safran Aircraft Engines,1945-05-29T00:00:00Z
Q75530678,Temps Noir,2002-07-16T00:00:00Z
Q110194344,Martinez Fleurot,1973-01-01T00:00:00Z
Q2965077,Christian Bourgois,
Q3196299,Kiabi,1978-01-01T00:00:00Z
Q3561540,Q3561540,2012-01-01T00:00:00Z
Q109285858,White Star Capital,2007-01-01T00:00:00Z
Q6488471,Lapérouse,1766-01-01T00:00:00Z
Q1672300,Ipsos,1975-01-01T00:00:00Z
Q19906,France Bleu,1980-01-01T00:00:00Z
Q1142995,Super League,1996-01-01T00:00:00Z
Q97119297,Memo Bank,2017-04-27T00:00:00Z
Q2877535,BVA,1970-01-01T00:00:00Z
Q2889702,Brico Dépôt,1993-10-06T00:00:00Z
Q101788539,La Cervoiserie,
Q1071456,Bouillon Chartier Grands Boulevards,1896-01-01T00:00:00Z
Q115088395,Or en Cash,2009-01-01T00:00:00Z
Q114185120,Vousfinancer,
Q22047689,Q22047689,
Q104718978,Pablo,
Q1880627,L'Association,1990-01-01T00:00:00Z
Q22921399,Chez Julien,1820-01-01T00:00:00Z
Q3100057,Gedeon Programmes,
Q82291301,SRAB Films,2015-06-10T00:00:00Z
Q103845316,La Bonne Franquette,
Q1239347,Iliad,1980-01-01T00:00:00Z
Q56523562,Hotel Maison Astor Paris,
Q111526641,Paris en Scène,
Q13646,SNCF,1938-01-01T00:00:00Z
Q3230701,Les Arènes,1997-01-01T00:00:00Z
Q3123085,Ramsay Santé,1987-01-01T00:00:00Z
Q60887727,Le Ras Le Bol,
Q30035063,SoCloz,2010-01-01T00:00:00Z
Q3224319,Le Marin,1946-01-01T00:00:00Z
Q114463983,Shiva,2002-11-30T00:00:00Z
Q98266175,Pornsensuality,2016-01-01T00:00:00Z
Q2110465,Boursorama,1998-01-01T00:00:00Z
Q107058979,Q107058979,
Q16508304,Paris Marriott Rive Gauche,1972-01-01T00:00:00Z
Q848553,Boucheron,1858-01-01T00:00:00Z
Q2422884,American Vintage,2005-05-24T00:00:00Z
Q1653380,BlaBlaBus,2012-01-01T00:00:00Z
Q103812026,Exxelia,2009-01-01T00:00:00Z
Q62007152,Éditions La Thébaïde,2011-08-29T00:00:00Z
Q44281886,Le Média,2017-10-10T00:00:00Z
Q30593894,Hotel La Louisiane,1823-01-01T00:00:00Z
Q660769,Ouest-France,1944-08-07T00:00:00Z
Q58109810,Martin Belaysoud Expansion,1829-01-01T00:00:00Z
Q3331039,Mutuelle Générale de l'Éducation Nationale,1946-01-01T00:00:00Z
Q749558,Pullman Paris Montparnasse Hotel,1974-01-01T00:00:00Z
Q3579411,Éditions Liana Levi,1982-01-01T00:00:00Z
Q19945144,Groupe Majestic Cinémas,1997-08-01T00:00:00Z
Q22249328,Stokomani,1961-01-01T00:00:00Z
Q62010157,L'Esquina,
Q3574260,Yélo,
Q53844635,Q53844635,
Q16039715,Bluely,
Q108824569,Le Laurent,
Q672642,Arkane Studios,1999-01-01T00:00:00Z
Q3527885,National Theatre of Nice,
Q61972004,Adveniat Paris,
Q3579477,Éditions Philippe Rey,2002-01-01T00:00:00Z
Q128356,Thales Alenia Space,2007-01-01T00:00:00Z
Q21015527,Warum,2004-01-01T00:00:00Z
Q2439098,Darty France,2003-01-01T00:00:00Z
Q22681427,Les Jours,2016-01-01T00:00:00Z
Q104176272,Periscope Games,2017-10-09T00:00:00Z
Q52326416,Less,2016-10-19T00:00:00Z
Q85845553,Bondi Sands,2012-01-01T00:00:00Z
Q112520446,Procyclingmaps,2017-10-24T00:00:00Z
Q68458819,Point vert,
Q20177373,STELIA Aerospace,2015-01-01T00:00:00Z
Q2819236,ALD Automotive,1998-02-19T00:00:00Z
Q3488772,Sodern,1962-01-01T00:00:00Z
Q96707027,Megarama,
Q13416787,Engie,2008-07-22T00:00:00Z
Q3415245,RMC Sport,
Q384602,Ministry of Culture,1959-01-01T00:00:00Z
Q3012602,Damart,1953-01-01T00:00:00Z
Q97190486,ThrustMe,2017-02-03T00:00:00Z
Q2941396,Q2941396,
Q309084,Alstom,1928-01-01T00:00:00Z
Q3365052,Parfums Caron,1904-01-01T00:00:00Z
Q39938677,Neoen,2008-01-01T00:00:00Z
Q2007769,Office National d'Études et de Recherches Aérospatiales,1946-01-01T00:00:00Z
Q65588663,Illogic Studios,2018-01-01T00:00:00Z
Q689059,Habitat,1964-01-01T00:00:00Z
Q372681,Amaury Sport Organisation,1992-01-01T00:00:00Z
Q16631359,Euro-Information Telecom,2005-11-01T00:00:00Z
Q3113677,GrandOptical,1989-01-01T00:00:00Z
Q16678046,Studio Bagel,2012-11-01T00:00:00Z
Q91307483,Yesss Electrical,1975-01-01T00:00:00Z
Q822975,Mephisto,1965-01-01T00:00:00Z
Q104889718,Q104889718,
Q3552953,Vinci Immobilier,2005-01-01T00:00:00Z
Q28861916,Diaphana Distribution,
Q3402586,Presses de la Cité,1943-01-01T00:00:00Z
Q496302,Deere & Company,1868-01-01T00:00:00Z
Q107970885,Space Cow,
Q25857725,Q25857725,
Q1430113,Institut national des langues et civilisations orientales,1795-01-01T00:00:00Z
Q2828264,Safran Nacelles,
Q113644732,Moulin de la Galette,
Q21021580,Sopra Steria,20134-01-01T00:00:00Z
Q55334298,Toute une Histoire,
Q110603508,Auto Sécurité,
Q62529245,Histoire d'Or,1986-01-01T00:00:00Z
Q3350027,Okaïdi,2000-01-01T00:00:00Z
Q65128332,Ilek,2014-04-22T00:00:00Z
Q96064470,Pizza Tradizione,
Q11974283,"Hard Rock Café, Paris",1991-11-24T00:00:00Z
Q53649672,Corail Hélicoptères,2004-01-01T00:00:00Z
Q2350714,National Centre for Distance Education,1939-01-01T00:00:00Z
Q207589,Val-d'Isère,
Q276689,Motul,1853-01-01T00:00:00Z
Q729749,Le Courrier picard,
Q3312683,Midi Olympique,1929-01-01T00:00:00Z
Q568899,Look,1951-01-01T00:00:00Z
Q112679368,Q112679368,
Q1550912,GMV Innovating Solutions,1984-01-01T00:00:00Z
Q109135768,Elizabeth Czerczuk Theater,
Q62497463,Julien d'Orcel,1981-01-01T00:00:00Z
Q3212596,La République du Centre,
Q570081,Quantic Dream,1997-01-01T00:00:00Z
Q3230326,3 Brewers,1986-01-01T00:00:00Z
Q54720343,Fleurs des 4 Saisons,
Q29123664,STMicroelectronics,
Q112258971,Balthaz'Art,2007-03-14T00:00:00Z
Q1127887,Vivendi,1987-12-18T00:00:00Z
Q60849128,Q60849128,1997-01-01T00:00:00Z
Q111390901,Sofitel Paris Arc de Triomphe,1907-01-01T00:00:00Z
Q60462076,Côté Gare,
Q3027831,See Tickets,2007-10-16T00:00:00Z
Q1168517,Groupe SEB,1857-01-01T00:00:00Z
Q1230298,La Croix,1880-01-01T00:00:00Z
Q641722,John Lobb Bootmaker,1866-01-01T00:00:00Z
Q110067293,supeco,
Q88553596,Q88553596,2014-08-26T00:00:00Z
Q106197761,Q106197761,2016-10-01T00:00:00Z
Q3343549,Q3343549,1995-01-01T00:00:00Z
Q104771787,Q104771787,2017-01-01T00:00:00Z
Q501461,Le Journal du Dimanche,1948-01-01T00:00:00Z
Q408408,Aircalin,1983-01-01T00:00:00Z
Q105814704,Le Fournil de Fewen,
Q63247971,Studio Josepho,2015-10-28T00:00:00Z
Q41550,Organisation for Economic Cooperation and Development,1948-04-16T00:00:00Z
Q16674298,Régie Ligne d'Azur,2013-01-01T00:00:00Z
Q66757157,Grain de Malice,
Q2998637,Cotélac,1993-01-01T00:00:00Z
Q3579365,JC Lattès,
Q2408041,Sephora,1970-01-01T00:00:00Z
Q3145636,Hôtel Prince de Galles,
Q2945274,French Agricultural Research Centre for International Development,1984-06-05T00:00:00Z
Q3501007,Studio Pygmalion,1988-01-01T00:00:00Z
Q3579685,Éditions Édilivre,
Q3228558,Le Temps des Cerises,1998-01-01T00:00:00Z
Q55084633,Le Marillian,
Q110410864,Q110410864,1981-01-01T00:00:00Z
Q100604548,Renzo Piano Building Workshop,1981-01-01T00:00:00Z
Q94695504,Mansa,2019-07-08T00:00:00Z
Q2818105,Q2818105,1995-01-01T00:00:00Z
Q54862434,Théâtre du Beauvaisis,
Q112110520,Théâtre du Luxembourg,1933-01-01T00:00:00Z
Q61052488,Riz Paï,
Q67990219,Tocsin,2000-05-01T00:00:00Z
Q3276259,Madura,1971-01-01T00:00:00Z
Q1368909,Essilor,1972-01-01T00:00:00Z
Q2925067,Brice,1985-01-01T00:00:00Z
Q32560683,Bel Air Classiques,2004-01-01T00:00:00Z
Q3095296,GMF,1934-01-01T00:00:00Z
Q82736944,Thurmelec,
Q629326,Flunch,1971-01-01T00:00:00Z
Q3200026,Krys,1966-01-01T00:00:00Z
Q100701566,Au Bureau,
Q102047517,Classic All Blacks,2011-01-01T00:00:00Z
Q29000992,Encore Heureux,2001-01-01T00:00:00Z
Q102043471,Modis France,
Q3223818,Le Jules Verne,
Q373724,La Poste,2010-03-01T00:00:00Z
Q111516606,LAB01,
Q3377090,Petit Bateau,1893-01-01T00:00:00Z
Q13205,Stade de France,1995-05-02T00:00:00Z
Q3508830,Synergie,1969-01-01T00:00:00Z
Q55122586,Cozy Cook,
Q2103240,Poma,1947-12-13T00:00:00Z
Q54805757,Auberge de Saint Didier,
Q3083378,La Bougie du Sapeur,1980-01-01T00:00:00Z
Q2931793,CNRS Éditions,1986-01-22T00:00:00Z
Q101423290,Punt Roma,1997-01-01T00:00:00Z
Q102225282,La Friche,
Q1021074,Enercoop,2005-09-07T00:00:00Z
Q2973178,Pictanovo,1985-01-01T00:00:00Z
Q69529331,M6 Music Label,
Q2819353,AREP,1997-01-01T00:00:00Z
Q917717,Imerys,1956-01-01T00:00:00Z
Q1665102,Institut national de l'information géographique et forestière,2012-01-01T00:00:00Z
Q56522910,"Grand Hotel des Sablettes Plage, Curio Collection by Hilton",2017-06-27T00:00:00Z
Q3114675,Grand Frais,
Q448083,Center Parcs,1968-01-01T00:00:00Z
Q61639503,Soline,
Q701108,ING,2000-01-01T00:00:00Z
Q3342521,Nobi nobi !,2010-01-01T00:00:00Z
Q105076734,Café Coton,1990-01-01T00:00:00Z
Q108807006,Klam Records,
Q111893265,Storybird Studio,
Q105723956,Vice de Forme,
Q3317698,Norauto,1970-01-01T00:00:00Z
Q3036861,Don’t Nod,2008-01-01T00:00:00Z
Q683021,Euler Hermes (Allianz Trade),1927-01-01T00:00:00Z
Q1551864,Suez,1858-01-01T00:00:00Z
Q59769018,Q59769018,
Q616975,Ed Banger Records,2003-03-01T00:00:00Z
Q50128931,20th Century Fox France,
Q109055807,British Council France,
Q3063223,Fidal,1922-01-01T00:00:00Z
Q2861815,Armand Colin,1870-01-01T00:00:00Z
Q108833413,Les Jardins de Bagatelle,
Q571665,Nexter,2006-01-01T00:00:00Z
Q94531845,Alliance française de Lyon,
Q114148626,L'Hebdo de Charente-Maritime,1997-09-01T00:00:00Z
Q895021,Bouillon Racine,1906-01-01T00:00:00Z
Q108810944,Le Pavillon du Lac,
Q111450406,Sacha Finkelsztajn,
Q1674967,Télé Star,1976-10-09T00:00:00Z
Q105105839,Cosmoparis,
Q206456,Réunion des musées nationaux – Grand Palais,1885-01-01T00:00:00Z
Q62082410,Marie Blachère,2004-09-09T00:00:00Z
Q108810458,Rosa Bonheur Buttes Chaumont,2008-01-01T00:00:00Z
Q3312221,Micromania-Zing,1983-01-01T00:00:00Z
Q3224756,Le Mont-Dore,
Q2937837,Caradisiac,2000-01-01T00:00:00Z
Q105076553,Orcanta,
Q610350,Veuve Clicquot,1772-01-01T00:00:00Z
Q97439162,Stellantis,2021-01-16T00:00:00Z
Q86057241,La Kahena,1976-01-01T00:00:00Z
Q97962372,Champagne A. Margaine,
Q3201581,L'Agefi,1911-01-01T00:00:00Z
Q3339109,Newfund,2008-01-01T00:00:00Z
Q54926822,Le Troivallet,
Q3345174,Nouvelle Librairie Nationale,1900-01-01T00:00:00Z
Q697958,Rémy Martin,1724-01-01T00:00:00Z
Q114840336,Guidepost Montessori,
Q2894205,Belambra Clubs,2007-01-01T00:00:00Z
Q3393358,Point S,1971-01-01T00:00:00Z
Q2826551,Agence Éducation et Formation,1998-01-01T00:00:00Z
Q86673262,LITA.co,2014-01-01T00:00:00Z
Q676585,Fnac,1954-01-01T00:00:00Z
Q1143155,Groupe Limagrain,1965-01-01T00:00:00Z
Q3145996,Hôtel de Vendôme,1858-01-01T00:00:00Z
Q17355423,Q17355423,2003-01-01T00:00:00Z
