,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,country
18,uri,http://www.wikidata.org/entity/Q5715556,en,literal,Bank of Central America,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q804,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3070,literal,,wd:Q811
19,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q77,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
20,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q228,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
21,uri,http://www.wikidata.org/entity/Q495504,en,literal,National Autonomous University of Nicaragua,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1812-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q811,literal,,literal,,literal,,literal,,literal,,wd:Q811
22,uri,http://www.wikidata.org/entity/Q5715556,en,literal,Bank of Central America,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q811,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3070,literal,,wd:Q811
23,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q77,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
24,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q228,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
25,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
26,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
27,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q241,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
28,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q783,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
29,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q241,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
30,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
31,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q783,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
32,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q786,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
33,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
34,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q786,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
35,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q792,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
36,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q792,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
37,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q800,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
38,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q800,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
39,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q804,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
40,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q804,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
41,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q811,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
42,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q811,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
43,uri,http://www.wikidata.org/entity/Q7896692,en,literal,University of the Autonomous Regions of the Nicaraguan Caribbean Coast,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q811,literal,,literal,,literal,,literal,,literal,,wd:Q811
44,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q983,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
45,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q983,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
46,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
47,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
48,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
49,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
50,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
51,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
52,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q717,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
53,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
54,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
55,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q717,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,wd:Q811
56,uri,http://www.wikidata.org/entity/Q16851451,en,literal,Canal 9,,,,,,,uri,http://www.wikidata.org/entity/Q811,literal,,literal,,literal,,literal,,literal,,wd:Q811
57,uri,http://www.wikidata.org/entity/Q5715556,en,literal,Bank of Central America,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3070,literal,,wd:Q811
