,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
75,uri,http://www.wikidata.org/entity/Q104776297,en,literal,Dedoles,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-06-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q659424,literal,,sk,literal,"Dedoles, s. r. o.",,,,,,,,,,wd:Q214
76,uri,http://www.wikidata.org/entity/Q393524,en,literal,Železnice Slovenskej republiky,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q22667,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,Železnice Slovenskej republiky,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,13665,http://www.w3.org/2001/XMLSchema#decimal,literal,200000,wd:Q214
77,uri,http://www.wikidata.org/entity/Q41629254,en,literal,COOP Jednota Slovensko,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
78,uri,http://www.wikidata.org/entity/Q96137636,en,literal,Svet zdravia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-10-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Svet zdravia, a.s.",,,,,,,,,,wd:Q214
79,uri,http://www.wikidata.org/entity/Q1718069,en,literal,Tatra banka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,en,literal,Tatra bank,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3726,,,,wd:Q214
80,uri,http://www.wikidata.org/entity/Q12779145,en,literal,General Health Insurance Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Všeobecná zdravotná poisťovňa, a.s.",,,,,,,,,,wd:Q214
81,uri,http://www.wikidata.org/entity/Q111680657,en,literal,Nine Rocks Games,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
82,uri,http://www.wikidata.org/entity/Q12764717,,literal,Q12764717,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
83,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q211,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
84,uri,http://www.wikidata.org/entity/Q107740958,en,literal,Manufaktura,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1085,literal,,cs,literal,MANUFAKTURA s.r.o.,,,,,,,,,,wd:Q214
85,uri,http://www.wikidata.org/entity/Q107354156,en,literal,Fun Rádio,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
86,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q236,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
87,uri,http://www.wikidata.org/entity/Q1718069,en,literal,Tatra banka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Tatra banka, a.s.",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3726,,,,wd:Q214
88,uri,http://www.wikidata.org/entity/Q97312896,en,literal,Bambule,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
89,uri,http://www.wikidata.org/entity/Q116681166,en,literal,Minit,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-04-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q15825471,literal,,literal,,literal,http://www.wikidata.org/entity/Q646393,literal,,sk,literal,"MINIT SLOVAKIA, spol. s r.o.",,,,,,,,,,wd:Q214
90,uri,http://www.wikidata.org/entity/Q93431299,en,literal,Panta Rhei,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Panta Rhei, s.r.o.",,,,,,,,,,wd:Q214
91,uri,http://www.wikidata.org/entity/Q96138107,en,literal,ODBOROVÉ ZDRUŽENIE ŽELEZNIČIAROV V SR,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,ODBOROVÉ ZDRUŽENIE ŽELEZNIČIAROV V SR,,,,,,,,,,wd:Q214
92,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
93,uri,http://www.wikidata.org/entity/Q107740958,en,literal,Manufaktura,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q213,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1085,literal,,cs,literal,MANUFAKTURA s.r.o.,,,,,,,,,,wd:Q214
94,uri,http://www.wikidata.org/entity/Q1719038,en,literal,Technical University of Košice,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,,,,,,,,,,,,,wd:Q214
95,uri,http://www.wikidata.org/entity/Q97312896,en,literal,Bambule,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q213,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
96,uri,http://www.wikidata.org/entity/Q77876139,en,literal,Daffer spol. s r.o.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-09-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q208750,literal,,sk,literal,Daffer spol. s r.o.,,,,,,,,,,wd:Q214
97,uri,http://www.wikidata.org/entity/Q246921,en,literal,Západoslovenská energetika,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q1951366,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Západoslovenská energetika, a.s.",,,,,,,,,,wd:Q214
98,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q212,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
99,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q218,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
100,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q217,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
101,uri,http://www.wikidata.org/entity/Q116944532,en,literal,SENECA TOURS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-03-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q754790,literal,,sk,literal,"SENECA TOURS, spol. s r.o.",,,,,,,,,,wd:Q214
102,uri,http://www.wikidata.org/entity/Q93258498,en,literal,Slovart,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-04-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Vydavateľstvo SLOVART, spol. s r.o.",,,,,,,,,,wd:Q214
103,uri,http://www.wikidata.org/entity/Q124516072,en,literal,Gamestate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9781,literal,,,,,,,,,,,,,,wd:Q214
104,uri,http://www.wikidata.org/entity/Q104764187,en,literal,Deutsche Telekom IT Solutions Slovakia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q5268834,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,en,literal,Deutsche Telekom Systems Solutions Slovakia s.r.o.,,,,,,,,,,wd:Q214
105,uri,http://www.wikidata.org/entity/Q96136456,en,literal,Východoslovenská distribučná,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,sk,literal,"Východoslovenská distribučná, a.s.",,,,,,,,,,wd:Q214
106,uri,http://www.wikidata.org/entity/Q105518025,en,literal,Východoslovenská televízia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-04-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,,,,,,,,,,,,,wd:Q214
107,uri,http://www.wikidata.org/entity/Q116910323,en,literal,Koala Tours,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-10-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Koala Tours, a.s.",,,,,,,,,,wd:Q214
108,uri,http://www.wikidata.org/entity/Q93514377,en,literal,Schneider,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26119,literal,,sk,literal,"Pharmacy, spol. s r.o.",,,,,,,,,,wd:Q214
109,uri,http://www.wikidata.org/entity/Q77877062,en,literal,WESTech,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"WESTech, spol. s r.o.",,,,,,,,,,wd:Q214
110,uri,http://www.wikidata.org/entity/Q67197464,en,literal,101 Drogerie,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q1260046,literal,,literal,,literal,http://www.wikidata.org/entity/Q750407,literal,,sk,literal,"Emil Krajčík, s.r.o.",,,,,,,,,,wd:Q214
111,uri,http://www.wikidata.org/entity/Q116737890,en,literal,Mobilonline,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-12-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q728965,literal,,sk,literal,"mobil online, s.r.o.",,,,,,,,,,wd:Q214
112,uri,http://www.wikidata.org/entity/Q116800856,en,literal,Datacomp,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-02-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,sk,literal,"Datacomp, s.r.o.",,,,,,,,,,wd:Q214
113,uri,http://www.wikidata.org/entity/Q124516072,en,literal,Gamestate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9781,literal,,,,,,,,,,,,,,wd:Q214
114,uri,http://www.wikidata.org/entity/Q1481791,en,literal,National Bank of Slovakia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,http://www.wikidata.org/entity/Q552534,literal,http://www.wikidata.org/entity/Q1780,literal,http://www.wikidata.org/entity/Q221598,,,,,,,,,,,,,wd:Q214
115,uri,http://www.wikidata.org/entity/Q12763551,en,literal,Brloh,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,JRC SK s.r.o.,,,,,,,,,,wd:Q214
116,uri,http://www.wikidata.org/entity/Q65084832,en,literal,Grand Power,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q952967,literal,,,,,,,,,,,,,,wd:Q214
117,uri,http://www.wikidata.org/entity/Q13537421,en,literal,Nay,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
118,uri,http://www.wikidata.org/entity/Q110264693,en,literal,GGT,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,GGT a.s.,,,,,,,,,,wd:Q214
119,uri,http://www.wikidata.org/entity/Q108126892,en,literal,UGO,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-07-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1789604,literal,,cs,literal,UGO trade s.r.o.,,,,,,,,,,wd:Q214
120,uri,http://www.wikidata.org/entity/Q16520438,en,literal,East Slovak Water Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,sk,literal,"Východoslovenská vodárenská spoločnosť, a.s.",,,,,,,,,,wd:Q214
121,uri,http://www.wikidata.org/entity/Q7237158,en,literal,365.bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-12-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"365.bank, a. s.",,,,,,,,,,wd:Q214
122,uri,http://www.wikidata.org/entity/Q96140700,en,literal,GymBeam,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,sk,literal,GymBeam s.r.o.,,,,,,,,,,wd:Q214
123,uri,http://www.wikidata.org/entity/Q108126892,en,literal,UGO,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-07-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q213,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1789604,literal,,cs,literal,UGO trade s.r.o.,,,,,,,,,,wd:Q214
124,uri,http://www.wikidata.org/entity/Q98599369,en,literal,LOM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
125,uri,http://www.wikidata.org/entity/Q107736469,en,literal,EXIsport,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-09-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,"http://www.wikidata.org/entity/Q57264543, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,sk,literal,PPG Group s.r.o.,,,,,,,,,,wd:Q214
126,uri,http://www.wikidata.org/entity/Q124516072,en,literal,Gamestate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9781,literal,,,,,,,,,,,,,,wd:Q214
127,uri,http://www.wikidata.org/entity/Q102326742,en,literal,Odborový zväz KOVO,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,Odborový zväz KOVO,,,,,,,,,,wd:Q214
128,uri,http://www.wikidata.org/entity/Q112742900,en,literal,Magic Box Slovakia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-03-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
129,uri,http://www.wikidata.org/entity/Q124516072,en,literal,Gamestate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9781,literal,,,,,,,,,,,,,,wd:Q214
130,uri,http://www.wikidata.org/entity/Q116884324,en,literal,Optika MANIA,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-06-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q506693,literal,,sk,literal,"MANIA International, s.r.o.",,,,,,,,,,wd:Q214
131,uri,http://www.wikidata.org/entity/Q110986212,en,literal,Sysoon,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-02-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q112166060,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1780, http://www.wikidata.org/entity/Q90",literal,,fr,literal,Sysoon SARL,,,,,,,,,,wd:Q214
132,uri,http://www.wikidata.org/entity/Q77878002,en,literal,Textile House for EURO TRADE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-03-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q607081,literal,,literal,,literal,http://www.wikidata.org/entity/Q754790,literal,,sk,literal,"Textile House for EURO TRADE, s.r.o.",,,,,,,,,,wd:Q214
133,uri,http://www.wikidata.org/entity/Q1368761,en,literal,Východoslovenská energetika,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,"http://www.wikidata.org/entity/Q21328659, http://www.wikidata.org/entity/Q2151621",literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,sk,literal,"Východoslovenská energetika, a.s.",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1700,,,,wd:Q214
134,uri,http://www.wikidata.org/entity/Q12774288,en,literal,Považská galéria umenia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
135,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
136,uri,http://www.wikidata.org/entity/Q114425580,en,literal,Muziker.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Muziker, a.s.",,,,,,,,,,wd:Q214
137,uri,http://www.wikidata.org/entity/Q15966341,en,literal,Tatry Mountain Resorts,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q283595,literal,"http://www.wikidata.org/entity/Q2431665, http://www.wikidata.org/entity/Q2567030",,,,,,,,,,,,,wd:Q214
138,uri,http://www.wikidata.org/entity/Q122949552,,literal,Q122949552,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-07-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
139,uri,http://www.wikidata.org/entity/Q31392,en,literal,Comenius University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,sk,literal,Univerzita Komenského v Bratislave,,,,,,,,,,wd:Q214
140,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
141,uri,http://www.wikidata.org/entity/Q46078814,en,literal,Československá obchodná banka,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Československá obchodná banka, a.s.",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2563,,,,wd:Q214
142,uri,http://www.wikidata.org/entity/Q50737403,en,literal,Fresh,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,sk,literal,Potraviny FRESH s.r.o.,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2335900,wd:Q214
143,uri,http://www.wikidata.org/entity/Q16517554,en,literal,Stredoslovenská energetika,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q1326624,literal,,literal,,literal,http://www.wikidata.org/entity/Q25797,literal,,,,,,,,,,,,,,wd:Q214
144,uri,http://www.wikidata.org/entity/Q4241634,en,literal,IDS BK,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
145,uri,http://www.wikidata.org/entity/Q1668416,en,literal,Slovak University of Agriculture,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26397,literal,,sk,literal,Slovenská poľnohospodárska univerzita,,,,,,,,,,wd:Q214
146,uri,http://www.wikidata.org/entity/Q124478823,,literal,Q124478823,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
147,uri,http://www.wikidata.org/entity/Q93129643,en,literal,Cinemax,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,,,,,,,,,,,,,wd:Q214
148,uri,http://www.wikidata.org/entity/Q29054618,en,literal,Prvá stavebná sporiteľňa,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,"Prvá stavebná sporiteľňa, a. s.",,,,,,,,,,wd:Q214
149,uri,http://www.wikidata.org/entity/Q2265496,en,literal,Dopravný podnik mesta Košice,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,,,,,,,,,,,,,wd:Q214
150,uri,http://www.wikidata.org/entity/Q30297476,en,literal,Eurovia SK,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q13405640,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,http://www.wikidata.org/entity/Q30258467,sk,literal,"Eurovia SK, a.s.",,,,,,,,,,wd:Q214
151,uri,http://www.wikidata.org/entity/Q679426,en,literal,Rádio Slovensko,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q214
152,uri,http://www.wikidata.org/entity/Q77876718,en,literal,ADELI,,,,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q321074,literal,,sk,literal,ADELI s.r.o.,,,,,,,,,,wd:Q214
153,uri,http://www.wikidata.org/entity/Q116688679,en,literal,City Greenery Administration in Košice,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25409,literal,,sk,literal,Správa mestskej zelene v Košiciach,,,,,,,,,,wd:Q214
154,uri,http://www.wikidata.org/entity/Q96129040,en,literal,"KOMUNÁLNA poisťovňa, a.s. Vienna Insurance Group",http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,http://www.wikidata.org/entity/Q694257,sk,literal,"KOMUNÁLNA poisťovňa, a.s. Vienna Insurance Group",,,,,,,,,,wd:Q214
155,uri,http://www.wikidata.org/entity/Q69999346,en,literal,SATUR,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-05-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q214,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1780,literal,,sk,literal,SATUR TRAVEL a.s.,,,,,,,,,,wd:Q214
