,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
133,uri,http://www.wikidata.org/entity/Q116884264,en,literal,home&you,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q6434930,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
134,uri,http://www.wikidata.org/entity/Q109732600,en,literal,Teatr Dramatyczny im. Jerzego Szaniawskiego,http://www.w3.org/2001/XMLSchema#dateTime,literal,1812-08-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
135,uri,http://www.wikidata.org/entity/Q48844636,en,literal,Mila,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q378821,literal,,,,,,,,,,,pl,literal,MILA SPÓŁKA AKCYJNA,,,,,,,wd:Q36
136,uri,http://www.wikidata.org/entity/Q110801396,en,literal,SLAWEX,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,pl,literal,FIRMA H.P.U. SLAWEX Janusz Sławiński,,,,,,,wd:Q36
137,uri,http://www.wikidata.org/entity/Q11776794,en,literal,Media Expert,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
138,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
139,uri,http://www.wikidata.org/entity/Q6658155,en,literal,LiveChat Software,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q1254596,literal,,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,119000000,,,,,,,,,,,,,wd:Q36
140,uri,http://www.wikidata.org/entity/Q7202998,en,literal,Play,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
141,uri,http://www.wikidata.org/entity/Q9266793,en,literal,Opel Manufacturing Poland,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q105084,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,81,http://www.w3.org/2001/XMLSchema#decimal,literal,16000000,,,,mul,literal,OPEL POLAND SP. Z O.O.,,,,,,,wd:Q36
142,uri,http://www.wikidata.org/entity/Q116473904,en,literal,Wydawnictwo Nowela,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q268,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
143,uri,http://www.wikidata.org/entity/Q107410579,en,literal,Sinsay,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q1792,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
144,uri,http://www.wikidata.org/entity/Q5705879,en,literal,Helios,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-12-04T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q580,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
145,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
146,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
147,uri,http://www.wikidata.org/entity/Q7999846,en,literal,Wikidot,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,"http://www.wikidata.org/entity/Q7192785, http://www.wikidata.org/entity/Q11778744",literal,,literal,http://www.wikidata.org/entity/Q47554,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
148,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q215,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,,,,,,,,,,en,literal,B&B Hotels,,,,,,,wd:Q36
149,uri,http://www.wikidata.org/entity/Q106495389,en,literal,Crunching Koalas,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
150,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
151,uri,http://www.wikidata.org/entity/Q13220217,en,literal,Super-Pharm,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q152491,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
152,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q213,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,,,,,,,,,,en,literal,B&B Hotels,,,,,,,wd:Q36
153,uri,http://www.wikidata.org/entity/Q673670,en,literal,Polskie Górnictwo Naftowe i Gazownictwo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q862571,literal,http://www.wikidata.org/entity/Q601171,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,24763,http://www.w3.org/2001/XMLSchema#decimal,literal,746100000,,,,mul,literal,POLSKIE GÓRNICTWO NAFTOWE I GAZOWNICTWO S.A.,,,,,,,wd:Q36
154,uri,http://www.wikidata.org/entity/Q1026357,en,literal,TVP Sport,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
155,uri,http://www.wikidata.org/entity/Q122704030,en,literal,Cherrypick Games,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
156,uri,http://www.wikidata.org/entity/Q62563833,en,literal,Dbam o Zdrowie,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q580,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
157,uri,http://www.wikidata.org/entity/Q20354074,en,literal,Duka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
158,uri,http://www.wikidata.org/entity/Q116148750,en,literal,Zahir Kebab,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
159,uri,http://www.wikidata.org/entity/Q113662008,en,literal,RynekPierwotny.pl,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,pl,literal,Rynekpierwotny,,,,,,,wd:Q36
160,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1718, http://www.wikidata.org/entity/Q318418",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,35000,,,,,,,,,,,,,,,,wd:Q36
161,uri,http://www.wikidata.org/entity/Q124059722,en,literal,Bombafilm,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
162,uri,http://www.wikidata.org/entity/Q9266793,en,literal,Opel Manufacturing Poland,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q105084,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,81,http://www.w3.org/2001/XMLSchema#decimal,literal,16000000,,,,mul,literal,OPEL MANUFACTURING POLAND SP. Z O.O.,,,,,,,wd:Q36
163,uri,http://www.wikidata.org/entity/Q11785216,en,literal,Monnari,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q580,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
164,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1718, http://www.wikidata.org/entity/Q318418",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,35000,,,,,,,,,,,,,,,,wd:Q36
165,uri,http://www.wikidata.org/entity/Q204268,en,literal,LOT Polish Airlines,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q1757562,literal,,literal,,literal,"http://www.wikidata.org/entity/Q108940484, http://www.wikidata.org/entity/Q270",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,48600000,,,,mul,literal,POLSKIE LINIE LOTNICZE LOT S.A.,,,,,,,wd:Q36
166,uri,http://www.wikidata.org/entity/Q1256909,en,literal,Lotos Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q862571,literal,http://www.wikidata.org/entity/Q21035967,literal,,literal,http://www.wikidata.org/entity/Q1792,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5105,http://www.w3.org/2001/XMLSchema#decimal,literal,369100000,,,,mul,literal,GRUPA LOTOS S.A.,,,,,,,wd:Q36
167,uri,http://www.wikidata.org/entity/Q60240487,en,literal,Instant Classic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
168,uri,http://www.wikidata.org/entity/Q97969110,en,literal,Hale Banacha,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
169,uri,http://www.wikidata.org/entity/Q18432513,en,literal,Muzo.fm,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-10-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
170,uri,http://www.wikidata.org/entity/Q123256233,,literal,Q123256233,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q104302,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
171,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
172,uri,http://www.wikidata.org/entity/Q60860593,en,literal,PlayWay,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
173,uri,http://www.wikidata.org/entity/Q123049012,en,literal,Czas na Herbatę,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q6097,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
174,uri,http://www.wikidata.org/entity/Q3045978,en,literal,Empik,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
175,uri,http://www.wikidata.org/entity/Q11712648,en,literal,Inny Śląsk Art Gallery,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
176,uri,http://www.wikidata.org/entity/Q12043447,en,literal,PCC Intermodal,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q1675313,literal,,literal,,literal,http://www.wikidata.org/entity/Q385,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
177,uri,http://www.wikidata.org/entity/Q7205598,en,literal,Plus Telecom,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,4600,,,,,,,,,,,,,,,,wd:Q36
178,uri,http://www.wikidata.org/entity/Q11755396,en,literal,Lewiatan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q106681,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
179,uri,http://www.wikidata.org/entity/Q6100964,en,literal,iwoca,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q16319025,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
180,uri,http://www.wikidata.org/entity/Q5147001,en,literal,Collegium Civitas,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,200,,,,,,,,,,,,,,,,wd:Q36
181,uri,http://www.wikidata.org/entity/Q16560452,en,literal,Itaka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
182,uri,http://www.wikidata.org/entity/Q9347315,en,literal,Radio Żak,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-05-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
183,uri,http://www.wikidata.org/entity/Q108821794,en,literal,u Toma,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
184,uri,http://www.wikidata.org/entity/Q4059233,en,literal,Academy of Fine Arts in Gdańsk,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1792,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
185,uri,http://www.wikidata.org/entity/Q847966,en,literal,Koleje Mazowieckie,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
186,uri,http://www.wikidata.org/entity/Q971649,en,literal,Orlen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q862571,literal,"http://www.wikidata.org/entity/Q24429855, http://www.wikidata.org/entity/Q382884, http://www.wikidata.org/entity/Q9152973, http://www.wikidata.org/entity/Q91302717, http://www.wikidata.org/entity/Q120436157, http://www.wikidata.org/entity/Q11711433, http://www.wikidata.org/entity/Q11817672, http://www.wikidata.org/entity/Q120436173, http://www.wikidata.org/entity/Q11692953",literal,,literal,http://www.wikidata.org/entity/Q104725,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,21282,http://www.w3.org/2001/XMLSchema#decimal,literal,33630000000,,,,pl,literal,Orlen Spółka Akcyjna,http://www.w3.org/2001/XMLSchema#decimal,literal,272327000000,http://www.w3.org/2001/XMLSchema#decimal,literal,136959000000,wd:Q36
187,uri,http://www.wikidata.org/entity/Q51646356,,literal,Q51646356,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
188,uri,http://www.wikidata.org/entity/Q3551420,en,literal,Jan Kochanowski University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-06-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q102317,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
189,uri,http://www.wikidata.org/entity/Q113505170,en,literal,Gatta,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q169237,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
190,uri,http://www.wikidata.org/entity/Q116823245,en,literal,Paradark Studio,,uri,http://www.wikidata.org/.well-known/genid/210969cbe647e43f84113b840bb47dfd,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
191,uri,http://www.wikidata.org/entity/Q9148395,en,literal,Alior Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,pl,literal,ALIOR BANK SPÓŁKA AKCYJNA,,,,,,,wd:Q36
192,uri,http://www.wikidata.org/entity/Q3578303,en,literal,Rzeszów University of Technology,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
193,uri,http://www.wikidata.org/entity/Q9386230,en,literal,MZK Stalowa Wola,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q751140,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
194,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1718, http://www.wikidata.org/entity/Q318418",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,35000,,,,,,,,,,,,,,,,wd:Q36
195,uri,http://www.wikidata.org/entity/Q109659404,en,literal,Prime Bit Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q598,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
196,uri,http://www.wikidata.org/entity/Q110038772,en,literal,Rejected Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q588,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
197,uri,http://www.wikidata.org/entity/Q9343712,en,literal,Star-Typ Sport,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q3550859,literal,,literal,,literal,http://www.wikidata.org/entity/Q588,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1500,,,,,,,pl,literal,Star-Typ Sport,,,,,,,wd:Q36
198,uri,http://www.wikidata.org/entity/Q522109,en,literal,Wrocław University of Science and Technology,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-08-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2199,,,,,,,,,,,,,,,,wd:Q36
199,uri,http://www.wikidata.org/entity/Q103720734,en,literal,Autopart,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q658861,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
200,uri,http://www.wikidata.org/entity/Q9265616,en,literal,Galeria Szyb Wilson,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2354283,,,,,,,,,,,,,,,,,,,wd:Q36
