,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
208,uri,http://www.wikidata.org/entity/Q910379,en,literal,Leonardo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q3798668, http://www.wikidata.org/entity/Q1875606, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q392933, http://www.wikidata.org/entity/Q189900",literal,http://www.wikidata.org/entity/Q3938696,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Leonardo S.p.A.,http://www.w3.org/2001/XMLSchema#decimal,literal,51392,http://www.w3.org/2001/XMLSchema#decimal,literal,932000000,,,,,,,,,,wd:Q38
209,uri,http://www.wikidata.org/entity/Q55625031,en,literal,New Guards Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
210,uri,http://www.wikidata.org/entity/Q3831673,en,literal,Libero,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q56611700, http://www.wikidata.org/entity/Q56611639, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
211,uri,http://www.wikidata.org/entity/Q118130063,en,literal,Spazio Conad,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q639075,,,,,,,,,,,,,,,,,,,wd:Q38
212,uri,http://www.wikidata.org/entity/Q505615,en,literal,Trans Adriatic Pipeline,,,,uri,http://www.wikidata.org/entity/Q41,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q64087,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,250,,,,,,,,,,,,,wd:Q38
213,uri,http://www.wikidata.org/entity/Q120830731,en,literal,Uniservice Unisafe Srl,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q1409961, http://www.wikidata.org/entity/Q902880, http://www.wikidata.org/entity/Q207652",literal,,literal,,literal,"http://www.wikidata.org/entity/Q104224919, http://www.wikidata.org/entity/Q1449",literal,,,,,,,,,,,,,,,,,,,,wd:Q38
214,uri,http://www.wikidata.org/entity/Q3070443,en,literal,Cirio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1856-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q29585025, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
215,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q38
216,uri,http://www.wikidata.org/entity/Q3761400,,literal,Q3761400,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
217,uri,http://www.wikidata.org/entity/Q2456630,en,literal,Trussardi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
218,uri,http://www.wikidata.org/entity/Q67188429,en,literal,Urashima,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
219,uri,http://www.wikidata.org/entity/Q663626,en,literal,MSC Cruises,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q49389,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
220,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q215,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,literal,B&B Hotels,,,,,,,,,,,,,,,,wd:Q38
221,uri,http://www.wikidata.org/entity/Q2531629,en,literal,University of Verona,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
222,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q38
223,uri,http://www.wikidata.org/entity/Q123272416,en,literal,Ewiva,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
224,uri,http://www.wikidata.org/entity/Q3783405,en,literal,Harmont & Blaine,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q2634,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
225,uri,http://www.wikidata.org/entity/Q583247,en,literal,Snam,http://www.w3.org/2001/XMLSchema#dateTime,literal,1941-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q21328659,literal,http://www.wikidata.org/entity/Q43191861,literal,,literal,http://www.wikidata.org/entity/Q42192,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
226,uri,http://www.wikidata.org/entity/Q3665231,en,literal,CERVED GROUP,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
227,uri,http://www.wikidata.org/entity/Q120175390,,literal,Q120175390,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
228,uri,http://www.wikidata.org/entity/Q3648938,en,literal,CTM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1897,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
229,uri,http://www.wikidata.org/entity/Q21190256,en,literal,Unes,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
230,uri,http://www.wikidata.org/entity/Q2748031,en,literal,Gagosian Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
231,uri,http://www.wikidata.org/entity/Q114567803,en,literal,Tigre,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q6624,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
232,uri,http://www.wikidata.org/entity/Q62529245,en,literal,Histoire d'Or,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
233,uri,http://www.wikidata.org/entity/Q194052,en,literal,Serie B,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q953425,,,,,,,,,,,,,,,,,,,wd:Q38
234,uri,http://www.wikidata.org/entity/Q111530542,en,literal,Rizzo Catering i Dolci a casa tua negozio,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q481674, http://www.wikidata.org/entity/Q38",literal,,,,,,,,,,,,,,,,,,,,wd:Q38
235,uri,http://www.wikidata.org/entity/Q19616,en,literal,RAI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Radio Audizioni Italiane,,,,,,,,,,,,,,,,wd:Q38
236,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q213,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,literal,B&B Hotels,,,,,,,,,,,,,,,,wd:Q38
237,uri,http://www.wikidata.org/entity/Q48809433,en,literal,Berloni,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q13134,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
238,uri,http://www.wikidata.org/entity/Q16575523,en,literal,Manutencoop Facility Management,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q837060,literal,,literal,,literal,http://www.wikidata.org/entity/Q95000,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
239,uri,http://www.wikidata.org/entity/Q3621408,en,literal,Arcana editrice,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
240,uri,http://www.wikidata.org/entity/Q30889878,en,literal,isybank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q60838294,literal,,it,literal,isybank S.p.A.,http://www.w3.org/2001/XMLSchema#decimal,literal,41,http://www.w3.org/2001/XMLSchema#decimal,literal,1572630,,,,,,,,,,wd:Q38
241,uri,http://www.wikidata.org/entity/Q3759869,en,literal,Genny,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
242,uri,http://www.wikidata.org/entity/Q3928775,,literal,Q3928775,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
243,uri,http://www.wikidata.org/entity/Q60238602,en,literal,menstrualrecordings,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
244,uri,http://www.wikidata.org/entity/Q116003456,en,literal,Zefiro Net,http://www.w3.org/2001/XMLSchema#dateTime,literal,2023-01-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,Zefiro Net S.r.l.,,,,,,,,,,,,,,,,wd:Q38
245,uri,http://www.wikidata.org/entity/Q3148829,en,literal,Ilva,http://www.w3.org/2001/XMLSchema#dateTime,literal,1905-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q2285982,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
246,uri,http://www.wikidata.org/entity/Q121541810,en,literal,Affida,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
247,uri,http://www.wikidata.org/entity/Q3937025,en,literal,Riso Gallo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1856-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q39849,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
248,uri,http://www.wikidata.org/entity/Q112820790,en,literal,Gruppo CAP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q16549212, http://www.wikidata.org/entity/Q1501619, http://www.wikidata.org/entity/Q1061108, http://www.wikidata.org/entity/Q1058719, http://www.wikidata.org/entity/Q156849",literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
249,uri,http://www.wikidata.org/entity/Q118466705,,literal,Q118466705,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
250,uri,http://www.wikidata.org/entity/Q110811619,en,literal,Livigno Ski Resort,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
251,uri,http://www.wikidata.org/entity/Q123298436,en,literal,3labels.com,,,,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q83405,literal,,literal,,literal,,literal,,en,literal,3labels.com,,,,,,,,,,,,,,,,wd:Q38
252,uri,http://www.wikidata.org/entity/Q3785095,en,literal,Hera Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q1891,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
253,uri,http://www.wikidata.org/entity/Q123434385,en,literal,Nientepopcorn S.r.l.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-04-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1449,literal,,it,literal,Nientepopcorn S.r.l.,,,,,,,,,,,,,,,,wd:Q38
254,uri,http://www.wikidata.org/entity/Q3601014,en,literal,AMAT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q2656,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
255,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q38
256,uri,http://www.wikidata.org/entity/Q3803598,en,literal,Nexi S.p.A.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,"http://www.wikidata.org/entity/Q490, http://www.wikidata.org/entity/Q220",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3000,,,,,,,,,,,,,wd:Q38
257,uri,http://www.wikidata.org/entity/Q847141,en,literal,Trenitalia France,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-02-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165839, http://www.wikidata.org/entity/Q3565868",literal,http://www.wikidata.org/entity/Q115119692,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,114,http://www.w3.org/2001/XMLSchema#decimal,literal,-34510803,http://www.w3.org/2001/XMLSchema#decimal,literal,-18528153,,,,,,,wd:Q38
258,uri,http://www.wikidata.org/entity/Q3663024,en,literal,Castelvecchi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
259,uri,http://www.wikidata.org/entity/Q108603989,en,literal,BEFeD,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1442415,literal,,literal,,literal,http://www.wikidata.org/entity/Q628,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
260,uri,http://www.wikidata.org/entity/Q122751549,en,literal,Storm Reply,,,,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q1149029, http://www.wikidata.org/entity/Q11661",literal,,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
261,uri,http://www.wikidata.org/entity/Q3977536,en,literal,SuperTennis,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
262,uri,http://www.wikidata.org/entity/Q55590043,,literal,Q55590043,http://www.w3.org/2001/XMLSchema#dateTime,literal,1879-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q19944,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
263,uri,http://www.wikidata.org/entity/Q1245999,en,literal,University of Siena,http://www.w3.org/2001/XMLSchema#dateTime,literal,1240-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2751,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
264,uri,http://www.wikidata.org/entity/Q3700974,en,literal,Dal Negro,http://www.w3.org/2001/XMLSchema#dateTime,literal,1756-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q29578,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
265,uri,http://www.wikidata.org/entity/Q4009482,en,literal,Venchi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q19896,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,950,http://www.w3.org/2001/XMLSchema#decimal,literal,10000000,,,,,,,,,,wd:Q38
266,uri,http://www.wikidata.org/entity/Q1476162,en,literal,UBI Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q628,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
267,uri,http://www.wikidata.org/entity/Q728399,en,literal,Cinecittà,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
268,uri,http://www.wikidata.org/entity/Q123584494,,literal,Q123584494,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
269,uri,http://www.wikidata.org/entity/Q96348152,en,literal,Automobile.it,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q614278,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
270,uri,http://www.wikidata.org/entity/Q4009482,en,literal,Venchi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1878-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q19896,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,950,http://www.w3.org/2001/XMLSchema#decimal,literal,10000000,,,,,,,,,,wd:Q38
271,uri,http://www.wikidata.org/entity/Q1439645,en,literal,Macron,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11460,literal,,literal,,literal,http://www.wikidata.org/entity/Q15528921,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
272,uri,http://www.wikidata.org/entity/Q105691634,en,literal,Lloyds Farmacia,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q94565,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
273,uri,http://www.wikidata.org/entity/Q3928693,en,literal,Radio Beckwith Evangelica,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
274,uri,http://www.wikidata.org/entity/Q110205859,en,literal,Caffè Confetteria Al Bicerin dal 1763,http://www.w3.org/2001/XMLSchema#dateTime,literal,1763-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
275,uri,http://www.wikidata.org/entity/Q122751549,en,literal,Storm Reply,,,,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q1149029, http://www.wikidata.org/entity/Q11661",literal,,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
276,uri,http://www.wikidata.org/entity/Q3600279,en,literal,A&O,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
277,uri,http://www.wikidata.org/entity/Q19753290,en,literal,Babalibri,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
278,uri,http://www.wikidata.org/entity/Q2967663,en,literal,Church's,http://www.w3.org/2001/XMLSchema#dateTime,literal,1873-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q192240,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,650,,,,,,,,,,,,,wd:Q38
279,uri,http://www.wikidata.org/entity/Q3902241,en,literal,Piazza Italia (brand),http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
280,uri,http://www.wikidata.org/entity/Q16551277,en,literal,Edizioni Ets,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q13375,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
281,uri,http://www.wikidata.org/entity/Q57901559,en,literal,DNC Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6244,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
282,uri,http://www.wikidata.org/entity/Q123298436,en,literal,3labels.com,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q83405,literal,,literal,,literal,,literal,,en,literal,3labels.com,,,,,,,,,,,,,,,,wd:Q38
283,uri,http://www.wikidata.org/entity/Q607965,en,literal,Serie C,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q953425,,,,,,,,,,,,,,,,,,,wd:Q38
284,uri,http://www.wikidata.org/entity/Q1150670,en,literal,Rai Movie,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
285,uri,http://www.wikidata.org/entity/Q3991788,en,literal,Tiscali Mobile,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-03-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
